DynCount,FuncCount,DecCount,DynFunc,FuncDec,DynDec,Relatedness
0,12,28,0,1,0,1
950,1335,658,1,1,1,1
4,11,28,1,1,1,1
0,35,2,0,1,0,1
8,56,0,1,0,0,1
4,15,0,1,0,0,1
13,233,43,1,1,1,1
1,3,1,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
38,24,2,1,1,1,1
0,10,0,0,0,0,0
0,4,1,0,1,0,1
0,1,0,0,0,0,0
18,14,9,1,1,1,1
0,2,0,0,0,0,0
0,13,4,0,1,0,1
0,16,0,0,0,0,0
40,215,81,1,1,1,1
0,35,4,0,1,0,1
19,174,42,1,1,1,1
0,6,0,0,0,0,0
26,3,12,1,1,1,1
8,4,18,1,1,1,1
2,1,8,1,1,1,1
0,6,26,0,1,0,1
0,35,0,0,0,0,0
9,27,0,1,0,0,1
124,449,93,1,1,1,1
140,563,814,1,1,1,1
330,146,77,1,1,1,1
5,0,1,0,0,1,1
2,36,1,1,1,1,1
0,2,0,0,0,0,0
1,73,4,1,1,1,1
2,0,0,0,0,0,0
4,8,31,1,1,1,1
192,537,210,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
0,2,0,0,0,0,0
11,4,0,1,0,0,1
1270,1866,1498,1,1,1,1
5,76,0,1,0,0,1
3,4,6,1,1,1,1
0,9,32,0,1,0,1
0,15,0,0,0,0,0
1038,2218,1888,1,1,1,1
65,85,197,1,1,1,1
1,1,0,1,0,0,1
2,72,5,1,1,1,1
1252,1854,1473,1,1,1,1
18,84,28,1,1,1,1
0,22,2,0,1,0,1
0,8,4,0,1,0,1
98,171,222,1,1,1,1
0,12,0,0,0,0,0
3,8,36,1,1,1,1
0,3,0,0,0,0,0
8,57,0,1,0,0,1
0,3,0,0,0,0,0
124,55,5,1,1,1,1
18,176,30,1,1,1,1
23,28,16,1,1,1,1
16,5,0,1,0,0,1
25,61,16,1,1,1,1
0,0,1,0,0,0,0
12,96,27,1,1,1,1
0,10,2,0,1,0,1
2,8,0,1,0,0,1
767,791,457,1,1,1,1
0,1,0,0,0,0,0
8,11,10,1,1,1,1
1,4,0,1,0,0,1
0,2,0,0,0,0,0
13,122,0,1,0,0,1
0,7,0,0,0,0,0
1,14,32,1,1,1,1
1,3,0,1,0,0,1
0,1,0,0,0,0,0
0,10,0,0,0,0,0
0,25,0,0,0,0,0
0,40,0,0,0,0,0
0,11,0,0,0,0,0
0,14,11,0,1,0,1
9,10,4,1,1,1,1
0,4,0,0,0,0,0
23,510,54,1,1,1,1
142,352,152,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
3,14,32,1,1,1,1
0,1,0,0,0,0,0
162,135,26,1,1,1,1
2,23,15,1,1,1,1
2,5,37,1,1,1,1
0,8,15,0,1,0,1
0,1,16,0,1,0,1
0,3,0,0,0,0,0
0,3,49,0,1,0,1
0,43,0,0,0,0,0
0,24,13,0,1,0,1
0,1,0,0,0,0,0
6,15,0,1,0,0,1
27,43,48,1,1,1,1
0,17,0,0,0,0,0
0,5,0,0,0,0,0
731,1130,795,1,1,1,1
0,4,5,0,1,0,1
0,17,0,0,0,0,0
10,127,17,1,1,1,1
209,690,666,1,1,1,1
15,25,41,1,1,1,1
68,42,177,1,1,1,1
0,4,0,0,0,0,0
0,4,0,0,0,0,0
0,0,4,0,0,0,0
0,5,0,0,0,0,0
0,11,0,0,0,0,0
18,123,364,1,1,1,1
118,13,99,1,1,1,1
9,34,0,1,0,0,1
0,17,0,0,0,0,0
6,4,3,1,1,1,1
671,936,567,1,1,1,1
4,1,1,1,1,1,1
79,126,4,1,1,1,1
6,18,61,1,1,1,1
0,2,2,0,1,0,1
0,1,0,0,0,0,0
18,159,6,1,1,1,1
0,0,1,0,0,0,0
0,4,0,0,0,0,0
1,6,2,1,1,1,1
15,107,2,1,1,1,1
0,0,62,0,0,0,0
1,0,0,0,0,0,0
0,4,0,0,0,0,0
1,5,0,1,0,0,1
1231,7302,1011,1,1,1,1
0,32,0,0,0,0,0
1,10,2,1,1,1,1
1,184,53,1,1,1,1
53,0,0,0,0,0,0
170,71,5,1,1,1,1
37,80,20,1,1,1,1
34,188,7,1,1,1,1
3,18,1,1,1,1,1
66,42,177,1,1,1,1
1,13,3,1,1,1,1
0,6,0,0,0,0,0
0,7,1,0,1,0,1
517,897,345,1,1,1,1
1,2,0,1,0,0,1
2,0,0,0,0,0,0
0,3,0,0,0,0,0
0,43,8,0,1,0,1
0,91,0,0,0,0,0
4,28,0,1,0,0,1
2,0,14,0,0,1,1
0,6,0,0,0,0,0
0,46,22,0,1,0,1
0,0,1,0,0,0,0
4,4,0,1,0,0,1
0,12,0,0,0,0,0
492,881,311,1,1,1,1
17,11,53,1,1,1,1
0,1,0,0,0,0,0
6,15,6,1,1,1,1
0,15,0,0,0,0,0
0,2,0,0,0,0,0
984,4980,778,1,1,1,1
105,119,94,1,1,1,1
2,13,5,1,1,1,1
0,18,0,0,0,0,0
5,19,0,1,0,0,1
591,3320,141,1,1,1,1
1,6,0,1,0,0,1
77,150,0,1,0,0,1
0,1,0,0,0,0,0
0,0,2,0,0,0,0
24,30,6,1,1,1,1
2,28,0,1,0,0,1
0,26,0,0,0,0,0
10,43,3,1,1,1,1
0,8,1,0,1,0,1
23,337,18,1,1,1,1
77,239,228,1,1,1,1
0,1,0,0,0,0,0
0,1,1,0,1,0,1
0,12,0,0,0,0,0
31,162,240,1,1,1,1
1264,1868,1510,1,1,1,1
1,18,0,1,0,0,1
0,27,0,0,0,0,0
0,21,0,0,0,0,0
1,1,0,1,0,0,1
0,1,0,0,0,0,0
1,1,0,1,0,0,1
295,649,191,1,1,1,1
10,10,12,1,1,1,1
0,106,0,0,0,0,0
1,1,11,1,1,1,1
3,18,1,1,1,1,1
9,43,44,1,1,1,1
0,9,3,0,1,0,1
7,88,9,1,1,1,1
0,1,1,0,1,0,1
1,15,53,1,1,1,1
0,1,0,0,0,0,0
83,150,1,1,1,1,1
0,3,0,0,0,0,0
1801,2792,1496,1,1,1,1
109,204,189,1,1,1,1
0,31,19,0,1,0,1
0,24,0,0,0,0,0
1244,1836,1467,1,1,1,1
51,139,10,1,1,1,1
11,40,6,1,1,1,1
10,17,0,1,0,0,1
0,1,0,0,0,0,0
20,342,85,1,1,1,1
5,71,0,1,0,0,1
0,1,0,0,0,0,0
8,8,0,1,0,0,1
1242,1841,1462,1,1,1,1
152,817,398,1,1,1,1
330,201,133,1,1,1,1
0,2,9,0,1,0,1
0,2,0,0,0,0,0
2,114,4,1,1,1,1
0,68,1,0,1,0,1
10,9,11,1,1,1,1
0,2,0,0,0,0,0
0,11,0,0,0,0,0
0,1,0,0,0,0,0
0,7,0,0,0,0,0
2,1,10,1,1,1,1
0,3,0,0,0,0,0
0,1,6,0,1,0,1
0,2,2,0,1,0,1
0,5,4,0,1,0,1
0,197,4,0,1,0,1
15,41,27,1,1,1,1
8,0,0,0,0,0,0
0,1,0,0,0,0,0
107,1678,174,1,1,1,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
0,6,0,0,0,0,0
0,9,0,0,0,0,0
1,0,0,0,0,0,0
0,5,12,0,1,0,1
2,15,4,1,1,1,1
441,642,403,1,1,1,1
9,56,10,1,1,1,1
0,19,4,0,1,0,1
8,3,80,1,1,1,1
10,32,18,1,1,1,1
1,0,0,0,0,0,0
2,3,1,1,1,1,1
40,64,30,1,1,1,1
76,412,354,1,1,1,1
5,7,105,1,1,1,1
0,2,0,0,0,0,0
0,0,5,0,0,0,0
883,1659,619,1,1,1,1
0,1,0,0,0,0,0
10,8,6,1,1,1,1
0,0,1,0,0,0,0
30,63,44,1,1,1,1
0,2,0,0,0,0,0
80,380,269,1,1,1,1
0,3,0,0,0,0,0
0,17,0,0,0,0,0
12,20,1,1,1,1,1
1,10,0,1,0,0,1
0,2,61,0,1,0,1
9,25,0,1,0,0,1
0,3,0,0,0,0,0
0,30,0,0,0,0,0
33,44,11,1,1,1,1
1,3,0,1,0,0,1
7,11,0,1,0,0,1
1,18,2,1,1,1,1
41,49,16,1,1,1,1
23,109,35,1,1,1,1
7,46,16,1,1,1,1
4,10,12,1,1,1,1
1,4,2,1,1,1,1
0,1,0,0,0,0,0
0,7,24,0,1,0,1
0,0,2,0,0,0,0
334,900,419,1,1,1,1
2,0,0,0,0,0,0
0,1,0,0,0,0,0
0,4,1,0,1,0,1
0,1,0,0,0,0,0
2,82,0,1,0,0,1
86,120,144,1,1,1,1
0,26,12,0,1,0,1
1,169,0,1,0,0,1
0,0,6,0,0,0,0
0,2,0,0,0,0,0
5,74,94,1,1,1,1
0,2,5,0,1,0,1
0,14,0,0,0,0,0
2,0,0,0,0,0,0
0,3,0,0,0,0,0
140,563,814,1,1,1,1
0,3,2,0,1,0,1
1,0,0,0,0,0,0
2,11,1,1,1,1,1
23,57,57,1,1,1,1
0,1,0,0,0,0,0
689,1152,779,1,1,1,1
71,138,187,1,1,1,1
0,2,0,0,0,0,0
14,47,183,1,1,1,1
0,6,0,0,0,0,0
10,6,0,1,0,0,1
1,6,0,1,0,0,1
11,86,8,1,1,1,1
0,0,3,0,0,0,0
5,34,4,1,1,1,1
0,1,0,0,0,0,0
0,0,2,0,0,0,0
0,1,0,0,0,0,0
93,94,0,1,0,0,1
5,15,24,1,1,1,1
256,46,10,1,1,1,1
1,6,9,1,1,1,1
0,27,0,0,0,0,0
21,283,68,1,1,1,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
2,89,259,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
4,7,0,1,0,0,1
0,0,26,0,0,0,0
260,544,236,1,1,1,1
0,1,0,0,0,0,0
13,1,29,1,1,1,1
1,0,0,0,0,0,0
51,6,3,1,1,1,1
2,33,1,1,1,1,1
3,24,19,1,1,1,1
7,1,0,1,0,0,1
31,16,21,1,1,1,1
0,20,2,0,1,0,1
0,2,0,0,0,0,0
1,55,4,1,1,1,1
57,73,14,1,1,1,1
0,0,2,0,0,0,0
0,6,0,0,0,0,0
0,5,0,0,0,0,0
3,0,5,0,0,1,1
0,1,24,0,1,0,1
0,2,2,0,1,0,1
3,5,51,1,1,1,1
0,0,3,0,0,0,0
0,4,0,0,0,0,0
0,8,12,0,1,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
53,37,17,1,1,1,1
0,3,0,0,0,0,0
2,6,24,1,1,1,1
0,29,46,0,1,0,1
0,27,5,0,1,0,1
30,29,118,1,1,1,1
0,1,0,0,0,0,0
119,280,102,1,1,1,1
0,21,1,0,1,0,1
0,31,0,0,0,0,0
4,4,0,1,0,0,1
16,145,115,1,1,1,1
0,0,2,0,0,0,0
18,14,28,1,1,1,1
2,45,1,1,1,1,1
48,36,18,1,1,1,1
6,79,23,1,1,1,1
20,116,104,1,1,1,1
0,2,0,0,0,0,0
48,441,117,1,1,1,1
5,21,2,1,1,1,1
2,47,0,1,0,0,1
0,3,0,0,0,0,0
1,25,180,1,1,1,1
2,3,1,1,1,1,1
0,0,4,0,0,0,0
10,75,3,1,1,1,1
0,3,0,0,0,0,0
4,1,0,1,0,0,1
5,72,96,1,1,1,1
6,7,1,1,1,1,1
2,37,7,1,1,1,1
20,19,90,1,1,1,1
9,30,0,1,0,0,1
0,9,0,0,0,0,0
1,1,0,1,0,0,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
3,10,0,1,0,0,1
3,1,0,1,0,0,1
0,5,0,0,0,0,0
0,1,1,0,1,0,1
0,56,0,0,0,0,0
0,5,0,0,0,0,0
0,20,0,0,0,0,0
5,27,3,1,1,1,1
0,1,0,0,0,0,0
0,7,7,0,1,0,1
105,200,85,1,1,1,1
40,51,29,1,1,1,1
29,89,46,1,1,1,1
2,2,7,1,1,1,1
10,26,6,1,1,1,1
2,11,1,1,1,1,1
0,2,0,0,0,0,0
95,240,15,1,1,1,1
1,4,0,1,0,0,1
6,1,0,1,0,0,1
0,41,0,0,0,0,0
0,0,1,0,0,0,0
7,29,7,1,1,1,1
99,679,99,1,1,1,1
12,105,8,1,1,1,1
0,1,0,0,0,0,0
3,0,1,0,0,1,1
0,1,0,0,0,0,0
22,38,15,1,1,1,1
0,0,4,0,0,0,0
0,64,13,0,1,0,1
27,53,35,1,1,1,1
2,0,0,0,0,0,0
0,3,0,0,0,0,0
1,3,0,1,0,0,1
0,4,2,0,1,0,1
8,316,40,1,1,1,1
97,573,18,1,1,1,1
2,0,0,0,0,0,0
16,5,0,1,0,0,1
8,11,0,1,0,0,1
0,9,1,0,1,0,1
0,16,3,0,1,0,1
99,350,24,1,1,1,1
0,2,2,0,1,0,1
35,92,141,1,1,1,1
1,10,3,1,1,1,1
1,6,0,1,0,0,1
13,9,17,1,1,1,1
4,10,0,1,0,0,1
0,3,0,0,0,0,0
1,15,2,1,1,1,1
0,1,0,0,0,0,0
0,6,0,0,0,0,0
6,40,12,1,1,1,1
0,0,5,0,0,0,0
38,432,176,1,1,1,1
24,31,10,1,1,1,1
4,28,0,1,0,0,1
0,6,4,0,1,0,1
15,6,0,1,0,0,1
1,28,4,1,1,1,1
0,7,0,0,0,0,0
0,2,0,0,0,0,0
52,200,60,1,1,1,1
1,3,3,1,1,1,1
0,3,0,0,0,0,0
4,4,0,1,0,0,1
2,18,0,1,0,0,1
2,29,0,1,0,0,1
54,134,37,1,1,1,1
0,13,0,0,0,0,0
129,175,331,1,1,1,1
0,8,0,0,0,0,0
1,16,26,1,1,1,1
4,2,0,1,0,0,1
0,2,1,0,1,0,1
1,0,0,0,0,0,0
5,0,1,0,0,1,1
0,2,0,0,0,0,0
307,844,381,1,1,1,1
2,1,0,1,0,0,1
0,1,0,0,0,0,0
0,60,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,18,1,0,1,0,1
7,5,0,1,0,0,1
1274,1861,1119,1,1,1,1
1,3,0,1,0,0,1
0,5,0,0,0,0,0
52,6,6,1,1,1,1
4,29,10,1,1,1,1
0,2,0,0,0,0,0
471,2153,8125,1,1,1,1
0,2,0,0,0,0,0
67,79,14,1,1,1,1
0,10,6,0,1,0,1
12,123,14,1,1,1,1
1,8,12,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,17,0,0,0,0,0
0,15,0,0,0,0,0
0,25,0,0,0,0,0
20,26,23,1,1,1,1
0,6,0,0,0,0,0
6,0,10,0,0,1,1
5,17,6,1,1,1,1
65,36,77,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,4,2,0,1,0,1
108,124,65,1,1,1,1
27,17,4,1,1,1,1
452,654,370,1,1,1,1
0,3,0,0,0,0,0
0,24,0,0,0,0,0
8,1,9,1,1,1,1
108,143,18,1,1,1,1
0,2,0,0,0,0,0
10,8,0,1,0,0,1
48,21,25,1,1,1,1
131,331,64,1,1,1,1
0,12,0,0,0,0,0
8,14,9,1,1,1,1
5,1,0,1,0,0,1
0,3,0,0,0,0,0
9,33,18,1,1,1,1
0,12,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
2,21,0,1,0,0,1
0,2,0,0,0,0,0
29,74,307,1,1,1,1
10,263,9,1,1,1,1
2,2,6,1,1,1,1
0,9,0,0,0,0,0
10,0,0,0,0,0,0
3501,2206,1473,1,1,1,1
1,2,0,1,0,0,1
0,52,17,0,1,0,1
1,56,8,1,1,1,1
4,3,0,1,0,0,1
2,0,0,0,0,0,0
0,1,2,0,1,0,1
1,3,9,1,1,1,1
0,1,0,0,0,0,0
16,9,3,1,1,1,1
9,3,55,1,1,1,1
23,95,409,1,1,1,1
5,46,104,1,1,1,1
1,0,0,0,0,0,0
13,69,70,1,1,1,1
8,11,0,1,0,0,1
0,2,0,0,0,0,0
2,8,0,1,0,0,1
73,861,63,1,1,1,1
32,54,36,1,1,1,1
0,14,0,0,0,0,0
0,2,2,0,1,0,1
5,8,12,1,1,1,1
16,172,84,1,1,1,1
0,7,1,0,1,0,1
0,23,2,0,1,0,1
0,14,0,0,0,0,0
0,19,9,0,1,0,1
1,21,19,1,1,1,1
3,256,72,1,1,1,1
3,5,0,1,0,0,1
386,869,527,1,1,1,1
24,34,5,1,1,1,1
31,33,62,1,1,1,1
0,2,0,0,0,0,0
82,370,144,1,1,1,1
0,0,8,0,0,0,0
13,123,33,1,1,1,1
0,4,1,0,1,0,1
0,8,0,0,0,0,0
0,3,0,0,0,0,0
0,0,1,0,0,0,0
36,11,4,1,1,1,1
0,6,0,0,0,0,0
0,1,0,0,0,0,0
11,2,30,1,1,1,1
0,12,0,0,0,0,0
10,7,6,1,1,1,1
0,4,2,0,1,0,1
0,214,0,0,0,0,0
0,33,38,0,1,0,1
0,5,0,0,0,0,0
0,12,0,0,0,0,0
0,3,0,0,0,0,0
0,25,1,0,1,0,1
0,1,1,0,1,0,1
17,24,11,1,1,1,1
13,69,3,1,1,1,1
108,108,28,1,1,1,1
0,34,0,0,0,0,0
0,0,6,0,0,0,0
2,0,0,0,0,0,0
10,1426,1,1,1,1,1
1,0,0,0,0,0,0
0,0,1,0,0,0,0
0,9,0,0,0,0,0
35,42,5,1,1,1,1
37,128,98,1,1,1,1
10,7,6,1,1,1,1
1,0,0,0,0,0,0
17,19,16,1,1,1,1
2,2,0,1,0,0,1
193,372,239,1,1,1,1
0,14,20,0,1,0,1
71,354,64,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
5,77,105,1,1,1,1
0,1,0,0,0,0,0
1766,2298,751,1,1,1,1
11,45,192,1,1,1,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
0,3,7,0,1,0,1
48,277,91,1,1,1,1
0,6,0,0,0,0,0
0,19,0,0,0,0,0
0,9,0,0,0,0,0
133,446,188,1,1,1,1
9,6,0,1,0,0,1
0,2,0,0,0,0,0
0,7,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
133,318,59,1,1,1,1
19,120,40,1,1,1,1
0,2,0,0,0,0,0
1,5,0,1,0,0,1
5,67,8,1,1,1,1
2,6,0,1,0,0,1
0,1,0,0,0,0,0
194,488,956,1,1,1,1
8,14,23,1,1,1,1
37,36,0,1,0,0,1
0,1,0,0,0,0,0
0,0,2,0,0,0,0
2,2,0,1,0,0,1
17,156,2,1,1,1,1
1,7,1,1,1,1,1
9,9,13,1,1,1,1
269,152,51,1,1,1,1
1,0,0,0,0,0,0
7,27,3,1,1,1,1
0,2,2,0,1,0,1
0,3,1,0,1,0,1
0,0,11,0,0,0,0
4,0,4,0,0,1,1
1,1,0,1,0,0,1
4,3,2,1,1,1,1
5,1,4,1,1,1,1
0,16,0,0,0,0,0
0,4,0,0,0,0,0
5,0,1,0,0,1,1
0,1,3,0,1,0,1
0,1,0,0,0,0,0
28,112,6,1,1,1,1
7,38,5,1,1,1,1
1,9,0,1,0,0,1
8,7,6,1,1,1,1
122,156,313,1,1,1,1
2,9,0,1,0,0,1
1,7,0,1,0,0,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
1511,1430,1032,1,1,1,1
0,13,0,0,0,0,0
0,2,1,0,1,0,1
2,15,31,1,1,1,1
105,244,149,1,1,1,1
7,17,19,1,1,1,1
805,1385,803,1,1,1,1
15,70,1,1,1,1,1
0,1,0,0,0,0,0
78,22,1,1,1,1,1
0,1,0,0,0,0,0
0,5,0,0,0,0,0
1,0,0,0,0,0,0
7,1,8,1,1,1,1
2,0,0,0,0,0,0
2,17,0,1,0,0,1
567,848,311,1,1,1,1
110,495,275,1,1,1,1
1,4,0,1,0,0,1
11,10,1,1,1,1,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
5,67,38,1,1,1,1
0,2,2,0,1,0,1
13,8,5,1,1,1,1
0,1,0,0,0,0,0
0,2,1,0,1,0,1
6,11,16,1,1,1,1
1,4,0,1,0,0,1
0,0,1,0,0,0,0
10,6,0,1,0,0,1
0,4,0,0,0,0,0
0,4,1,0,1,0,1
0,10,9,0,1,0,1
0,23,0,0,0,0,0
0,1,0,0,0,0,0
0,12,0,0,0,0,0
4,0,7,0,0,1,1
303,1721,86,1,1,1,1
0,23,2,0,1,0,1
1,12,6,1,1,1,1
0,11,0,0,0,0,0
0,2,0,0,0,0,0
0,17,0,0,0,0,0
0,12,0,0,0,0,0
0,4,5,0,1,0,1
27,225,159,1,1,1,1
12,9,18,1,1,1,1
2,3,7,1,1,1,1
6,1,0,1,0,0,1
15,25,3,1,1,1,1
103,286,137,1,1,1,1
0,3,0,0,0,0,0
172,450,40,1,1,1,1
23,14,23,1,1,1,1
46,57,41,1,1,1,1
7,21,17,1,1,1,1
0,7,0,0,0,0,0
0,2,1,0,1,0,1
10,40,45,1,1,1,1
0,99,9,0,1,0,1
0,4,0,0,0,0,0
0,7,16,0,1,0,1
1,2,0,1,0,0,1
151,786,2327,1,1,1,1
30,38,0,1,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,1,0,1,0,1
0,1,1,0,1,0,1
5,6,1,1,1,1,1
0,1,0,0,0,0,0
10,25,0,1,0,0,1
0,3,0,0,0,0,0
380,1270,194,1,1,1,1
0,2,0,0,0,0,0
0,4,0,0,0,0,0
10,6,0,1,0,0,1
0,2,7,0,1,0,1
268,5024,161,1,1,1,1
0,1,0,0,0,0,0
1,6,0,1,0,0,1
3,24,399,1,1,1,1
20,90,1,1,1,1,1
0,32,0,0,0,0,0
4,41,8,1,1,1,1
50,392,2,1,1,1,1
0,8,0,0,0,0,0
0,16,0,0,0,0,0
0,2,0,0,0,0,0
1,7,3,1,1,1,1
0,32,10,0,1,0,1
0,29,0,0,0,0,0
0,1,0,0,0,0,0
0,20,0,0,0,0,0
61,50,0,1,0,0,1
3,4,5,1,1,1,1
17,121,9,1,1,1,1
3,5,0,1,0,0,1
54,78,1,1,1,1,1
0,3,0,0,0,0,0
0,0,2,0,0,0,0
6,11,11,1,1,1,1
69,126,98,1,1,1,1
0,4,5,0,1,0,1
0,2,0,0,0,0,0
22,90,32,1,1,1,1
7,28,0,1,0,0,1
0,41,43,0,1,0,1
0,5,0,0,0,0,0
0,3,1,0,1,0,1
0,1,0,0,0,0,0
10,6,0,1,0,0,1
7,8,7,1,1,1,1
12,0,0,0,0,0,0
3,0,0,0,0,0,0
12,55,15,1,1,1,1
0,19,0,0,0,0,0
0,49,50,0,1,0,1
35,75,0,1,0,0,1
64,156,107,1,1,1,1
2,0,0,0,0,0,0
301,558,329,1,1,1,1
0,16,0,0,0,0,0
3,42,29,1,1,1,1
2,9,0,1,0,0,1
8,1,1,1,1,1,1
13,2,28,1,1,1,1
131,132,287,1,1,1,1
0,3,0,0,0,0,0
1,7,2,1,1,1,1
12,10,28,1,1,1,1
0,1,0,0,0,0,0
16,829,38,1,1,1,1
0,1,0,0,0,0,0
252,110,80,1,1,1,1
2,3,0,1,0,0,1
0,17,1,0,1,0,1
0,27,0,0,0,0,0
0,1,0,0,0,0,0
25,6,22,1,1,1,1
34,19,59,1,1,1,1
0,5,0,0,0,0,0
0,1,4,0,1,0,1
0,10,0,0,0,0,0
16,5,0,1,0,0,1
10,1,5,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
20,141,85,1,1,1,1
34,53,8,1,1,1,1
0,8,2,0,1,0,1
254,1454,44,1,1,1,1
72,44,51,1,1,1,1
30,18,4,1,1,1,1
0,12,0,0,0,0,0
70,18,3,1,1,1,1
0,10,0,0,0,0,0
0,3,0,0,0,0,0
2,48,0,1,0,0,1
0,5,0,0,0,0,0
375,155,88,1,1,1,1
0,6,0,0,0,0,0
0,1,0,0,0,0,0
17,18,0,1,0,0,1
0,21,0,0,0,0,0
3,2,6,1,1,1,1
9,75,100,1,1,1,1
0,1,0,0,0,0,0
33,62,15,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,4,20,0,1,0,1
2,14,3,1,1,1,1
6,0,0,0,0,0,0
22,2467,19,1,1,1,1
5,63,0,1,0,0,1
32,71,0,1,0,0,1
0,4,4,0,1,0,1
30,34,4,1,1,1,1
0,2,0,0,0,0,0
68,577,254,1,1,1,1
0,0,9,0,0,0,0
4,12,1,1,1,1,1
0,1,0,0,0,0,0
30,16,26,1,1,1,1
0,1,5,0,1,0,1
0,4,0,0,0,0,0
2,4,0,1,0,0,1
1,2,1,1,1,1,1
18,9,16,1,1,1,1
0,21,0,0,0,0,0
0,2,7,0,1,0,1
0,1,24,0,1,0,1
4,37,9,1,1,1,1
6,17,3,1,1,1,1
225,313,17,1,1,1,1
0,23,0,0,0,0,0
33,169,236,1,1,1,1
5,16,0,1,0,0,1
0,1,0,0,0,0,0
2,0,0,0,0,0,0
91,728,277,1,1,1,1
3,26,20,1,1,1,1
3,7,8,1,1,1,1
0,2,1,0,1,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
1,2,14,1,1,1,1
0,37,28,0,1,0,1
0,1,0,0,0,0,0
3,18,7,1,1,1,1
1,1,0,1,0,0,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
1,5,14,1,1,1,1
0,17,0,0,0,0,0
0,6,0,0,0,0,0
0,9,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
39,31,11,1,1,1,1
0,3,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
40,58,51,1,1,1,1
0,10,9,0,1,0,1
296,378,79,1,1,1,1
262,207,101,1,1,1,1
29,15,46,1,1,1,1
0,16,2,0,1,0,1
0,3,0,0,0,0,0
11,20,9,1,1,1,1
0,1,0,0,0,0,0
0,3,0,0,0,0,0
9,15,13,1,1,1,1
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,1,1,0,1,0,1
0,5,2,0,1,0,1
17,13,1,1,1,1,1
0,3,0,0,0,0,0
0,7,0,0,0,0,0
2,31,19,1,1,1,1
1,6,4,1,1,1,1
0,8,0,0,0,0,0
73,298,322,1,1,1,1
103,286,136,1,1,1,1
5,0,0,0,0,0,0
10,9,6,1,1,1,1
0,1,1,0,1,0,1
8,117,9,1,1,1,1
2,13,0,1,0,0,1
0,5,0,0,0,0,0
18,42,0,1,0,0,1
20,8,5,1,1,1,1
0,1,0,0,0,0,0
72,175,354,1,1,1,1
0,55,0,0,0,0,0
0,3,1,0,1,0,1
0,6,0,0,0,0,0
2,23,0,1,0,0,1
4,5,0,1,0,0,1
6,0,0,0,0,0,0
3,44,17,1,1,1,1
17,24,11,1,1,1,1
798,2716,88,1,1,1,1
27,18,22,1,1,1,1
15,0,0,0,0,0,0
0,1,0,0,0,0,0
1,8,0,1,0,0,1
12,76,0,1,0,0,1
6,2,7,1,1,1,1
0,6,0,0,0,0,0
9,2,0,1,0,0,1
3,5,0,1,0,0,1
0,2,0,0,0,0,0
52,200,1,1,1,1,1
0,36,0,0,0,0,0
3,2,3,1,1,1,1
9,25,0,1,0,0,1
104,925,796,1,1,1,1
0,1,22,0,1,0,1
11,1,4,1,1,1,1
13,20,0,1,0,0,1
62,381,160,1,1,1,1
0,5,0,0,0,0,0
33,258,776,1,1,1,1
0,2,2,0,1,0,1
48,90,10,1,1,1,1
0,18,0,0,0,0,0
0,4,1,0,1,0,1
9,38,18,1,1,1,1
0,1,0,0,0,0,0
2,11,20,1,1,1,1
5,8,0,1,0,0,1
22,4,3,1,1,1,1
0,7,0,0,0,0,0
26,65,83,1,1,1,1
17,0,0,0,0,0,0
0,3,0,0,0,0,0
0,0,1,0,0,0,0
17,17,31,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,2,0,0,0,0
0,3,0,0,0,0,0
0,1,4,0,1,0,1
0,1,0,0,0,0,0
38,24,64,1,1,1,1
