DynCount,FuncCount,DecCount,DynFunc,FuncDec,DynDec,Relatedness
100,113,9,1,1,1,1
9,7,5,1,1,1,1
128,145,279,1,1,1,1
2,0,0,0,0,0,0
0,1,0,0,0,0,0
2,0,0,0,0,0,0
0,8,0,0,0,0,0
0,4,3,0,1,0,1
0,6,0,0,0,0,0
116,1024,867,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
24,91,27,1,1,1,1
21,14,8,1,1,1,1
103,186,205,1,1,1,1
5,13,0,1,0,0,1
478,6241,909,1,1,1,1
0,3,5,0,1,0,1
10,6,0,1,0,0,1
10,143,52,1,1,1,1
0,2,2,0,1,0,1
5,0,0,0,0,0,0
10,5,7,1,1,1,1
18,26,45,1,1,1,1
1,3,0,1,0,0,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
50,86,184,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
3,8,12,1,1,1,1
12,86,2,1,1,1,1
20,16,15,1,1,1,1
0,1,0,0,0,0,0
0,4,0,0,0,0,0
106,623,1033,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
578,658,395,1,1,1,1
0,7,0,0,0,0,0
0,5,15,0,1,0,1
0,1,0,0,0,0,0
8,29,10,1,1,1,1
0,72,54,0,1,0,1
48,448,118,1,1,1,1
1,1,0,1,0,0,1
0,51,0,0,0,0,0
5,147,33,1,1,1,1
0,11,0,0,0,0,0
0,4,1,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
42,308,22,1,1,1,1
0,19,10,0,1,0,1
2,3,0,1,0,0,1
11,40,1,1,1,1,1
197,1250,34,1,1,1,1
46,57,41,1,1,1,1
6,20,12,1,1,1,1
157,72,29,1,1,1,1
21,37,7,1,1,1,1
2,114,0,1,0,0,1
44,54,29,1,1,1,1
33,22,1,1,1,1,1
0,7,0,0,0,0,0
0,0,7,0,0,0,0
0,19,5,0,1,0,1
1,4,0,1,0,0,1
54,0,0,0,0,0,0
6,8,3,1,1,1,1
5,8,0,1,0,0,1
1,65,0,1,0,0,1
628,1577,859,1,1,1,1
0,0,7,0,0,0,0
13,26,22,1,1,1,1
0,2,1,0,1,0,1
0,8,0,0,0,0,0
10,18,6,1,1,1,1
1,12,0,1,0,0,1
0,2,0,0,0,0,0
9,68,61,1,1,1,1
2,77,106,1,1,1,1
0,1,0,0,0,0,0
6,12,0,1,0,0,1
380,620,342,1,1,1,1
0,2,2,0,1,0,1
0,1,0,0,0,0,0
0,1,6,0,1,0,1
2,40,1,1,1,1,1
0,1,0,0,0,0,0
2624,3136,3623,1,1,1,1
435,608,233,1,1,1,1
10,201,0,1,0,0,1
0,14,0,0,0,0,0
2,0,3,0,0,1,1
0,6,0,0,0,0,0
0,9,0,0,0,0,0
65,87,115,1,1,1,1
0,1,0,0,0,0,0
8,12,10,1,1,1,1
2,0,1,0,0,1,1
2,14,0,1,0,0,1
0,10,0,0,0,0,0
0,0,1,0,0,0,0
0,7,0,0,0,0,0
0,8,0,0,0,0,0
0,13,0,0,0,0,0
0,0,4,0,0,0,0
0,2,12,0,1,0,1
10,93,201,1,1,1,1
3,35,6,1,1,1,1
10,4,0,1,0,0,1
0,1,0,0,0,0,0
73,14,0,1,0,0,1
1,72,25,1,1,1,1
0,2,0,0,0,0,0
33,18,24,1,1,1,1
5,4,0,1,0,0,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
0,8,0,0,0,0,0
304,2115,626,1,1,1,1
0,41,0,0,0,0,0
146,489,52,1,1,1,1
4,7,0,1,0,0,1
5,4,26,1,1,1,1
926,1347,471,1,1,1,1
0,2,0,0,0,0,0
0,9,0,0,0,0,0
0,134,9,0,1,0,1
15,35,6,1,1,1,1
27,46,2,1,1,1,1
0,1,13,0,1,0,1
0,5,0,0,0,0,0
0,41,0,0,0,0,0
1,1,0,1,0,0,1
0,2,2,0,1,0,1
6,5,2,1,1,1,1
4,13,3,1,1,1,1
45,375,84,1,1,1,1
12,73,4,1,1,1,1
1,2,1,1,1,1,1
3,5,1,1,1,1,1
0,1,1,0,1,0,1
0,22,0,0,0,0,0
1,0,1,0,0,1,1
452,817,661,1,1,1,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
40,162,84,1,1,1,1
0,40,5,0,1,0,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
32,35,124,1,1,1,1
0,4,0,0,0,0,0
2,37,0,1,0,0,1
0,2,0,0,0,0,0
0,1,3,0,1,0,1
0,3,0,0,0,0,0
4,4,2,1,1,1,1
0,9,14,0,1,0,1
0,4,0,0,0,0,0
174,412,94,1,1,1,1
93,105,204,1,1,1,1
1,6,23,1,1,1,1
0,4,0,0,0,0,0
1,6,0,1,0,0,1
0,4,0,0,0,0,0
3,6,0,1,0,0,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
0,3,26,0,1,0,1
7,1,0,1,0,0,1
229,463,608,1,1,1,1
0,4,0,0,0,0,0
1,42,0,1,0,0,1
6,13,2,1,1,1,1
0,5,0,0,0,0,0
0,5,6,0,1,0,1
0,32,0,0,0,0,0
0,0,9,0,0,0,0
1,28,1,1,1,1,1
4,2,18,1,1,1,1
1,10,0,1,0,0,1
22,6,0,1,0,0,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
5,174,39,1,1,1,1
0,3,0,0,0,0,0
28,84,2,1,1,1,1
2,439,5,1,1,1,1
0,40,9,0,1,0,1
0,6,5,0,1,0,1
4,1,0,1,0,0,1
0,5,14,0,1,0,1
0,3,0,0,0,0,0
0,5,0,0,0,0,0
2,17,11,1,1,1,1
58,22,29,1,1,1,1
0,3,0,0,0,0,0
298,4755,117,1,1,1,1
0,2,0,0,0,0,0
4,432,16,1,1,1,1
15,20,0,1,0,0,1
30,18,2,1,1,1,1
2,17,11,1,1,1,1
1,24,3,1,1,1,1
0,1,0,0,0,0,0
306,1752,89,1,1,1,1
0,4,10,0,1,0,1
0,2,0,0,0,0,0
0,11,0,0,0,0,0
23,78,33,1,1,1,1
0,0,3,0,0,0,0
14,9,2,1,1,1,1
0,1,0,0,0,0,0
0,9,0,0,0,0,0
0,12,0,0,0,0,0
0,5,0,0,0,0,0
0,1,0,0,0,0,0
131,503,205,1,1,1,1
0,12939,355,0,1,0,1
6,7,6,1,1,1,1
3,13,8,1,1,1,1
6,12,0,1,0,0,1
0,0,12,0,0,0,0
4,10,5,1,1,1,1
4,7,0,1,0,0,1
0,6,0,0,0,0,0
6,23,8,1,1,1,1
0,1,0,0,0,0,0
3,14,1,1,1,1,1
4,18,1,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
19,6,6,1,1,1,1
30,98,38,1,1,1,1
1,0,0,0,0,0,0
0,1,1,0,1,0,1
0,23,0,0,0,0,0
0,3,3,0,1,0,1
2,7,1,1,1,1,1
0,0,5,0,0,0,0
0,15,0,0,0,0,0
299,564,376,1,1,1,1
6,8,2,1,1,1,1
3,1,4,1,1,1,1
0,49,0,0,0,0,0
0,1,0,0,0,0,0
0,36,13,0,1,0,1
4,0,0,0,0,0,0
10,65,2,1,1,1,1
0,11,0,0,0,0,0
3,12,0,1,0,0,1
0,3,0,0,0,0,0
6,54,1,1,1,1,1
0,1,0,0,0,0,0
0,7,3,0,1,0,1
0,12,1,0,1,0,1
546,927,276,1,1,1,1
43,48,0,1,0,0,1
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,6,2,0,1,0,1
0,9,0,0,0,0,0
1132,1537,1134,1,1,1,1
0,15,0,0,0,0,0
0,1,0,0,0,0,0
0,1,2,0,1,0,1
0,15,0,0,0,0,0
1,1,0,1,0,0,1
1,0,0,0,0,0,0
0,2,0,0,0,0,0
0,9,0,0,0,0,0
0,1,0,0,0,0,0
1,0,1,0,0,1,1
0,3,0,0,0,0,0
2,2,0,1,0,0,1
33,282,130,1,1,1,1
0,4,0,0,0,0,0
0,5,0,0,0,0,0
8,5,7,1,1,1,1
0,11,0,0,0,0,0
0,1,0,0,0,0,0
0,56,4,0,1,0,1
1,1,14,1,1,1,1
0,5,0,0,0,0,0
6,16,14,1,1,1,1
1,45,0,1,0,0,1
6,4,6,1,1,1,1
1,21,22,1,1,1,1
0,1,1,0,1,0,1
308,1620,77,1,1,1,1
1351,1174,875,1,1,1,1
22,9,3,1,1,1,1
4,4,2,1,1,1,1
25,3,24,1,1,1,1
10,6,0,1,0,0,1
0,86,0,0,0,0,0
80,90,7,1,1,1,1
1,3,0,1,0,0,1
103,83,13,1,1,1,1
4,30,0,1,0,0,1
0,6,6,0,1,0,1
1,17,0,1,0,0,1
0,3,0,0,0,0,0
26,12,22,1,1,1,1
1,0,0,0,0,0,0
5,8,1,1,1,1,1
1,14,3,1,1,1,1
65,117,63,1,1,1,1
1,41,0,1,0,0,1
6,3,0,1,0,0,1
0,0,1,0,0,0,0
0,2,0,0,0,0,0
0,12,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,1,0,0,1
0,1,0,0,0,0,0
0,0,18,0,0,0,0
0,1,1,0,1,0,1
0,1,0,0,0,0,0
0,6,0,0,0,0,0
134,116,197,1,1,1,1
1,4,9,1,1,1,1
93,402,419,1,1,1,1
0,4,0,0,0,0,0
0,37,29,0,1,0,1
6,46,0,1,0,0,1
8,26,2,1,1,1,1
74,290,135,1,1,1,1
0,2,0,0,0,0,0
0,13,0,0,0,0,0
0,1,2,0,1,0,1
0,6,2,0,1,0,1
0,2,7,0,1,0,1
0,1,0,0,0,0,0
3,15,8,1,1,1,1
10,7,0,1,0,0,1
0,1,0,0,0,0,0
0,0,5,0,0,0,0
8,7,18,1,1,1,1
2,13,4,1,1,1,1
54,555,805,1,1,1,1
2,17,6,1,1,1,1
5,1,0,1,0,0,1
76,936,484,1,1,1,1
10,17,6,1,1,1,1
0,1,0,0,0,0,0
36,105,21,1,1,1,1
5,92,10,1,1,1,1
7,21,19,1,1,1,1
0,1,1,0,1,0,1
10,13,12,1,1,1,1
0,1,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
0,10,0,0,0,0,0
5,14,1,1,1,1,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,6,0,0,0,0,0
103,286,136,1,1,1,1
2,8,34,1,1,1,1
14,37,15,1,1,1,1
7,15,27,1,1,1,1
0,2,0,0,0,0,0
16,26,11,1,1,1,1
0,12,0,0,0,0,0
0,2,7,0,1,0,1
0,2,0,0,0,0,0
123,91,53,1,1,1,1
13,5,5,1,1,1,1
0,33,0,0,0,0,0
0,4,0,0,0,0,0
12,64,42,1,1,1,1
732,1586,483,1,1,1,1
113,283,104,1,1,1,1
41,59,30,1,1,1,1
0,0,6,0,0,0,0
0,9,0,0,0,0,0
1,0,5,0,0,1,1
1,1,4,1,1,1,1
0,1,0,0,0,0,0
0,26,0,0,0,0,0
1221,1985,1060,1,1,1,1
34,564,402,1,1,1,1
3,1,0,1,0,0,1
51,98,85,1,1,1,1
0,1,0,0,0,0,0
15,4,6,1,1,1,1
32,8,2,1,1,1,1
7,2,21,1,1,1,1
20,28,18,1,1,1,1
1,0,2,0,0,1,1
0,2,0,0,0,0,0
0,2,2,0,1,0,1
74,295,138,1,1,1,1
0,5,0,0,0,0,0
2,15,0,1,0,0,1
56,6,15,1,1,1,1
0,1,14,0,1,0,1
0,9,5,0,1,0,1
0,2,0,0,0,0,0
0,6,0,0,0,0,0
0,5,0,0,0,0,0
4,20,1,1,1,1,1
0,2,2,0,1,0,1
0,30,0,0,0,0,0
11,49,8,1,1,1,1
2,8,4,1,1,1,1
0,4,0,0,0,0,0
10,7,6,1,1,1,1
0,4,0,0,0,0,0
616,194,254,1,1,1,1
12,27,7,1,1,1,1
0,2,0,0,0,0,0
0,4,0,0,0,0,0
1,17,3,1,1,1,1
0,7,20,0,1,0,1
24,628,98,1,1,1,1
18,83,48,1,1,1,1
164,254,37,1,1,1,1
0,0,5,0,0,0,0
2,98,15,1,1,1,1
36,175,2,1,1,1,1
0,3,0,0,0,0,0
4,50,0,1,0,0,1
0,1,0,0,0,0,0
0,4,11,0,1,0,1
13,62,64,1,1,1,1
139,92,82,1,1,1,1
0,3,0,0,0,0,0
6,1,0,1,0,0,1
113,526,265,1,1,1,1
166,446,40,1,1,1,1
4,6,0,1,0,0,1
38,457,2,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
59,189,19,1,1,1,1
0,8,115,0,1,0,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,10,8,0,1,0,1
1,48,11,1,1,1,1
1,20,1,1,1,1,1
0,1,4,0,1,0,1
0,35,2,0,1,0,1
1,38,6,1,1,1,1
0,1,0,0,0,0,0
0,0,1,0,0,0,0
380,1270,194,1,1,1,1
12,5,2,1,1,1,1
0,4,3,0,1,0,1
4,11,11,1,1,1,1
1049,939,356,1,1,1,1
0,0,9,0,0,0,0
10,6,0,1,0,0,1
6,67,1,1,1,1,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
4,151,10,1,1,1,1
5,12,77,1,1,1,1
0,0,3,0,0,0,0
17,17,19,1,1,1,1
0,36,0,0,0,0,0
1,0,0,0,0,0,0
0,2,7,0,1,0,1
1,0,13,0,0,1,1
0,2,0,0,0,0,0
0,41,0,0,0,0,0
3,1,84,1,1,1,1
0,0,1,0,0,0,0
0,6,0,0,0,0,0
23,48,54,1,1,1,1
2,8,34,1,1,1,1
20,16,0,1,0,0,1
0,1,0,0,0,0,0
0,12,0,0,0,0,0
0,10,0,0,0,0,0
8,56,2,1,1,1,1
131,447,89,1,1,1,1
170,69,142,1,1,1,1
0,9,13,0,1,0,1
0,9,0,0,0,0,0
0,4,0,0,0,0,0
2,3,10,1,1,1,1
19,99,2,1,1,1,1
0,2,1,0,1,0,1
0,1,0,0,0,0,0
15,59,11,1,1,1,1
1,15,2,1,1,1,1
0,1,0,0,0,0,0
0,49,2,0,1,0,1
2,1,0,1,0,0,1
20,48,0,1,0,0,1
0,1,0,0,0,0,0
5,26,2,1,1,1,1
0,1,0,0,0,0,0
6,35,74,1,1,1,1
0,10,0,0,0,0,0
0,2,0,0,0,0,0
0,7,0,0,0,0,0
0,6,0,0,0,0,0
0,1,0,0,0,0,0
0,15,1,0,1,0,1
0,13,0,0,0,0,0
0,1,4,0,1,0,1
8,88,181,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
2,45,44,1,1,1,1
1,3,6,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
1,5,0,1,0,0,1
47,346,84,1,1,1,1
130,404,155,1,1,1,1
12,277,103,1,1,1,1
0,0,1,0,0,0,0
42,312,551,1,1,1,1
1,3,0,1,0,0,1
0,10,6,0,1,0,1
0,2,2,0,1,0,1
0,0,1,0,0,0,0
1,44,2,1,1,1,1
0,59,1,0,1,0,1
32,7,0,1,0,0,1
6,1,12,1,1,1,1
0,4,0,0,0,0,0
46,540,80,1,1,1,1
3,22,12,1,1,1,1
0,16,0,0,0,0,0
6878,18843,9187,1,1,1,1
37,6,8,1,1,1,1
5,3,7,1,1,1,1
2,24,2,1,1,1,1
10,7,6,1,1,1,1
0,20,0,0,0,0,0
6,139,171,1,1,1,1
8,59,1,1,1,1,1
1513,3837,1032,1,1,1,1
0,2,2,0,1,0,1
0,3,0,0,0,0,0
0,15,14,0,1,0,1
80,84,58,1,1,1,1
0,1,0,0,0,0,0
0,6,0,0,0,0,0
0,1,0,0,0,0,0
3,0,0,0,0,0,0
2,73,0,1,0,0,1
0,14,0,0,0,0,0
13,56,0,1,0,0,1
0,1,0,0,0,0,0
0,8,0,0,0,0,0
2,17,9,1,1,1,1
1,9,0,1,0,0,1
48,5154,61,1,1,1,1
0,0,9,0,0,0,0
1,5,0,1,0,0,1
0,4,0,0,0,0,0
0,49,0,0,0,0,0
5,6,0,1,0,0,1
0,25,0,0,0,0,0
0,1,0,0,0,0,0
1,1,1,1,1,1,1
1,3,0,1,0,0,1
6,1,0,1,0,0,1
0,5,0,0,0,0,0
0,3,0,0,0,0,0
1,17,8,1,1,1,1
25,42,44,1,1,1,1
0,1,1,0,1,0,1
0,17,1,0,1,0,1
0,0,13,0,0,0,0
0,16,0,0,0,0,0
1,0,0,0,0,0,0
1,29,2,1,1,1,1
0,0,16,0,0,0,0
29,156,240,1,1,1,1
174,2291,750,1,1,1,1
58,107,2,1,1,1,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
1,0,1,0,0,1,1
14,38,0,1,0,0,1
1,2,0,1,0,0,1
19,83,4,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
26,24,17,1,1,1,1
49,445,172,1,1,1,1
0,1,0,0,0,0,0
12,36,0,1,0,0,1
0,2,2,0,1,0,1
0,4,0,0,0,0,0
825,1201,776,1,1,1,1
0,1,6,0,1,0,1
1,0,0,0,0,0,0
10,29,0,1,0,0,1
0,10,2,0,1,0,1
5,15,86,1,1,1,1
1,21,0,1,0,0,1
0,9,0,0,0,0,0
31,103,69,1,1,1,1
0,4,3,0,1,0,1
532,615,277,1,1,1,1
1262,1867,1508,1,1,1,1
3,0,0,0,0,0,0
0,0,9,0,0,0,0
0,0,5,0,0,0,0
0,3,0,0,0,0,0
56,169,35,1,1,1,1
0,2,0,0,0,0,0
25,22,5,1,1,1,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
2,5,7,1,1,1,1
0,9,0,0,0,0,0
20,145,48,1,1,1,1
0,6,0,0,0,0,0
53,84,58,1,1,1,1
0,3,2,0,1,0,1
0,0,15,0,0,0,0
3,3,13,1,1,1,1
7,0,0,0,0,0,0
0,6,0,0,0,0,0
10,3,6,1,1,1,1
1,33,0,1,0,0,1
0,2,0,0,0,0,0
0,4,0,0,0,0,0
0,15,0,0,0,0,0
10,6,0,1,0,0,1
23,517,54,1,1,1,1
0,4,2,0,1,0,1
1,18,24,1,1,1,1
6,0,0,0,0,0,0
2347,2872,3414,1,1,1,1
0,0,3,0,0,0,0
0,73,12,0,1,0,1
0,0,2,0,0,0,0
0,29,0,0,0,0,0
0,19,0,0,0,0,0
2,19,1,1,1,1,1
23,89,21,1,1,1,1
1,0,0,0,0,0,0
21,7,1,1,1,1,1
0,9,0,0,0,0,0
504,624,101,1,1,1,1
7,129,169,1,1,1,1
0,3,0,0,0,0,0
0,0,3,0,0,0,0
10,18,6,1,1,1,1
4,2,5,1,1,1,1
26,10,0,1,0,0,1
2,8,29,1,1,1,1
2,98,5,1,1,1,1
0,2,0,0,0,0,0
0,35,0,0,0,0,0
27,12,12,1,1,1,1
225,354,575,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
7,33,141,1,1,1,1
0,0,12,0,0,0,0
8,33,94,1,1,1,1
3,16,4,1,1,1,1
2,0,0,0,0,0,0
25,14,0,1,0,0,1
0,4,0,0,0,0,0
40,52,29,1,1,1,1
0,2,2,0,1,0,1
0,4,1,0,1,0,1
0,3,0,0,0,0,0
0,11,23,0,1,0,1
5,27,7,1,1,1,1
0,1,0,0,0,0,0
0,6,0,0,0,0,0
1,21,0,1,0,0,1
5,4,11,1,1,1,1
2,68,10,1,1,1,1
17,33,103,1,1,1,1
0,6,0,0,0,0,0
0,8,0,0,0,0,0
0,21,1,0,1,0,1
21,9,13,1,1,1,1
30,15,0,1,0,0,1
15,13,0,1,0,0,1
0,4,2,0,1,0,1
69,120,210,1,1,1,1
8,5,0,1,0,0,1
7,29,7,1,1,1,1
0,4,0,0,0,0,0
1,7,2,1,1,1,1
0,0,2,0,0,0,0
0,1,0,0,0,0,0
0,4,0,0,0,0,0
0,1,0,0,0,0,0
2,0,0,0,0,0,0
4,6,2,1,1,1,1
0,1,0,0,0,0,0
0,4,0,0,0,0,0
0,7,0,0,0,0,0
0,5,0,0,0,0,0
0,0,8,0,0,0,0
0,2,0,0,0,0,0
1,0,0,0,0,0,0
4,18,9,1,1,1,1
0,6,0,0,0,0,0
0,8,0,0,0,0,0
0,3,0,0,0,0,0
8,1,9,1,1,1,1
0,11,0,0,0,0,0
42,37,51,1,1,1,1
0,1,0,0,0,0,0
0,4,0,0,0,0,0
1,4,0,1,0,0,1
16,19,25,1,1,1,1
0,14,0,0,0,0,0
1,1,0,1,0,0,1
0,2,0,0,0,0,0
0,8,0,0,0,0,0
10,7,6,1,1,1,1
14,10,4,1,1,1,1
145,244,79,1,1,1,1
0,2,0,0,0,0,0
3,12,0,1,0,0,1
4,12,7,1,1,1,1
12,35,12,1,1,1,1
2,1,20,1,1,1,1
2,21,11,1,1,1,1
0,1,0,0,0,0,0
455,1464,1044,1,1,1,1
0,1,0,0,0,0,0
87,90,137,1,1,1,1
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,1,0,0,0,0,0
0,0,19,0,0,0,0
0,4,0,0,0,0,0
83,121,45,1,1,1,1
0,6,22,0,1,0,1
0,3,0,0,0,0,0
3,12,0,1,0,0,1
43,55,22,1,1,1,1
124,644,354,1,1,1,1
0,1,0,0,0,0,0
84,293,7,1,1,1,1
0,121,94,0,1,0,1
3,3,13,1,1,1,1
0,10,0,0,0,0,0
2,4,7,1,1,1,1
0,5,5,0,1,0,1
0,9,14,0,1,0,1
37,481,173,1,1,1,1
5,48,37,1,1,1,1
10,18,6,1,1,1,1
151,190,436,1,1,1,1
0,30,0,0,0,0,0
1,95,17,1,1,1,1
0,62,11,0,1,0,1
0,15,0,0,0,0,0
0,1,0,0,0,0,0
7,93,86,1,1,1,1
0,1,0,0,0,0,0
123,590,846,1,1,1,1
1,2,2,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
1,0,6,0,0,1,1
41,44,38,1,1,1,1
74,177,1,1,1,1,1
0,4,12,0,1,0,1
959,2285,2618,1,1,1,1
0,2,0,0,0,0,0
18,87,9,1,1,1,1
0,0,4,0,0,0,0
0,0,1,0,0,0,0
0,0,4,0,0,0,0
6,13,14,1,1,1,1
1,7,8,1,1,1,1
0,113,105,0,1,0,1
0,1,0,0,0,0,0
1,16,0,1,0,0,1
0,4,0,0,0,0,0
0,6,0,0,0,0,0
0,1,0,0,0,0,0
0,10,6,0,1,0,1
1,3,0,1,0,0,1
4,0,0,0,0,0,0
0,10,0,0,0,0,0
0,4,0,0,0,0,0
1,10,48,1,1,1,1
46,57,41,1,1,1,1
6,2,0,1,0,0,1
9,7,2,1,1,1,1
3,29,1,1,1,1,1
10,26,6,1,1,1,1
0,2,0,0,0,0,0
0,6,0,0,0,0,0
23,194,28,1,1,1,1
1,0,4,0,0,1,1
249,7543,193,1,1,1,1
0,14,2,0,1,0,1
2,20,19,1,1,1,1
4,4,4,1,1,1,1
89,113,216,1,1,1,1
643,845,459,1,1,1,1
16,37,41,1,1,1,1
49,100,82,1,1,1,1
10,7,6,1,1,1,1
0,2,0,0,0,0,0
30,144,335,1,1,1,1
8,40,0,1,0,0,1
0,0,2,0,0,0,0
15,211,113,1,1,1,1
1,6,0,1,0,0,1
0,5,10,0,1,0,1
0,4,0,0,0,0,0
0,2,2,0,1,0,1
0,31,7,0,1,0,1
31,98,4,1,1,1,1
3,2,2,1,1,1,1
717,1237,964,1,1,1,1
20,19,4,1,1,1,1
40,55,51,1,1,1,1
165,82,14,1,1,1,1
36,18,0,1,0,0,1
3,2,0,1,0,0,1
1,0,0,0,0,0,0
57,23,5,1,1,1,1
0,19,4,0,1,0,1
0,4,0,0,0,0,0
0,2,0,0,0,0,0
0,0,3,0,0,0,0
0,3,1,0,1,0,1
0,1,0,0,0,0,0
629,2170,338,1,1,1,1
0,2,0,0,0,0,0
0,11,0,0,0,0,0
2,2,18,1,1,1,1
3,159,6,1,1,1,1
2,13,6,1,1,1,1
0,1,0,0,0,0,0
13,13,9,1,1,1,1
0,1,0,0,0,0,0
1,32,5,1,1,1,1
0,4,0,0,0,0,0
0,8,0,0,0,0,0
0,1,0,0,0,0,0
0,6,0,0,0,0,0
0,3,0,0,0,0,0
96,55,94,1,1,1,1
0,2,0,0,0,0,0
0,93,120,0,1,0,1
34,52,26,1,1,1,1
48,183,0,1,0,0,1
0,0,7,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
1,10,0,1,0,0,1
20,33,54,1,1,1,1
2,6,6,1,1,1,1
2,1,0,1,0,0,1
6,54,0,1,0,0,1
166,160,183,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,41,0,0,0,0,0
516,1142,760,1,1,1,1
3,5,0,1,0,0,1
0,2,7,0,1,0,1
0,1,0,0,0,0,0
0,10,0,0,0,0,0
2,11,0,1,0,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
4,21,5,1,1,1,1
10,6,0,1,0,0,1
6,15,0,1,0,0,1
31,120,52,1,1,1,1
13,1,1,1,1,1,1
764,1217,488,1,1,1,1
0,33,17,0,1,0,1
7,12,9,1,1,1,1
4,8,96,1,1,1,1
0,30,3,0,1,0,1
606,753,406,1,1,1,1
0,3,5,0,1,0,1
7,248,88,1,1,1,1
7,7,0,1,0,0,1
0,1,2,0,1,0,1
44,154,105,1,1,1,1
90,310,279,1,1,1,1
34,45,0,1,0,0,1
3,35,11,1,1,1,1
7,28,1,1,1,1,1
1,0,0,0,0,0,0
9,79,23,1,1,1,1
0,0,6,0,0,0,0
0,2,1,0,1,0,1
6,46,1,1,1,1,1
0,12,15,0,1,0,1
0,1,0,0,0,0,0
14,141,15,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,92,17,0,1,0,1
0,9,10,0,1,0,1
25,207,28,1,1,1,1
0,1,1,0,1,0,1
0,1,0,0,0,0,0
0,3,1,0,1,0,1
5,60,0,1,0,0,1
2,0,0,0,0,0,0
21,147,16,1,1,1,1
81,0,27,0,0,1,1
0,0,22,0,0,0,0
40,111,71,1,1,1,1
0,8,0,0,0,0,0
65,249,91,1,1,1,1
0,3,1,0,1,0,1
0,4,0,0,0,0,0
0,13,0,0,0,0,0
0,2,2,0,1,0,1
4,6,0,1,0,0,1
0,13,1,0,1,0,1
0,1,9,0,1,0,1
3,8,0,1,0,0,1
1,0,0,0,0,0,0
5,102,4,1,1,1,1
0,6,0,0,0,0,0
51,35,8,1,1,1,1
1,13,10,1,1,1,1
8,88,12,1,1,1,1
69,512,72,1,1,1,1
0,10,0,0,0,0,0
33,24,2,1,1,1,1
4,137,57,1,1,1,1
6,17,0,1,0,0,1
1,12,0,1,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
59,56,0,1,0,0,1
20,20,93,1,1,1,1
0,1,0,0,0,0,0
4,83,68,1,1,1,1
9,27,2,1,1,1,1
1,5,1,1,1,1,1
0,9,0,0,0,0,0
4,3,2,1,1,1,1
355,1294,65,1,1,1,1
0,0,1,0,0,0,0
0,11,0,0,0,0,0
6,0,0,0,0,0,0
37,56,36,1,1,1,1
4,1,8,1,1,1,1
0,10,9,0,1,0,1
0,0,20,0,0,0,0
0,15,0,0,0,0,0
0,21,0,0,0,0,0
0,1,0,0,0,0,0
103,286,136,1,1,1,1
29,31,47,1,1,1,1
1,5,0,1,0,0,1
6,34,6,1,1,1,1
1,0,0,0,0,0,0
40,46,52,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
8,47,41,1,1,1,1
1,0,0,0,0,0,0
0,1,1,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
10,4,0,1,0,0,1
10,6,0,1,0,0,1
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,3,18,0,1,0,1
320,1661,1798,1,1,1,1
18,42,279,1,1,1,1
