"Organization","DynCount","FuncCount","DecCount"
kdart,"72","108","33"
kdave,"1","9","1"
kdknigga,"2","1","6"
kdungs,"2","8","0"
ke4roh,"3","48","7"
keakon,"4","20","54"
kealsera,"2","1","0"
keans,"2","1","6"
kecnry,"2","9","4"
kedder,"3","1","0"
kedgeproject,"1","1","0"
keedio,"701","1157","777"
keegancsmith,"3","2","2"
keeganmilsten,"1","1","6"
keenbrowne,"4","2","0"
Keeper-Security,"3","74","14"
keepkey,"11","18","2"
keeprocking,"1","5","2"
KeepSafe,"30","110","127"
keesbos,"3","14","0"
keflavich,"30","123","39"
Kegbot,"25","17","32"
keheliya,"1","2","0"
keiserlab,"16","167","18"
keisukefukuda,"2","17","14"
keitaoouchi,"2","7","2"
keitaroyam,"10","185","0"
keithito,"1","29","13"
kejbaly2,"1","10","1"
keleshev,"1","8","4"
keli,"5","5","2"
kelproject,"16","3","27"
kelvin13,"14","167","2"
kelvinwong-ca,"14","12","6"
Kemaweyan,"1","2","36"
kemayo,"4","32","35"
KEMPtechnologies,"5","6","2"
kencochrane,"5","9","4"
kendricktan,"3","9","7"
kenganong,"1","22","0"
kengz,"6","30","28"
kenjiuno,"1","5","0"
kenkov,"1","8","3"
KenKundert,"13","18","19"
kenlimmj,"1","3","0"
kennethreitz,"176","485","323"
kennethreitz-archive,"5","23","16"
kennknowles,"2","27","5"
kenorb-contrib,"149","233","1"
kensho-technologies,"6","74","39"
Kensuke-Mitsuzawa,"3","7","0"
Kentzo,"1","4","17"
KenV99,"9","16","49"
kenyansongithub,"2","2","2"
keon,"3","104","27"
keptenkurk,"2","6","0"
KerbalStuff,"1","25","25"
keredson,"12","4","2"
kergoth,"1","9","0"
KerkhoffTechnologies,"4","2","1"
kernelci,"9","44","121"
kerrpy,"4","1","8"
kervi,"43","10","233"
kervinck,"1","12","0"
kery,"1","1","0"
kespindler,"3","7","3"
Ketouem,"5","7","3"
keurfonluu,"1","3","0"
KevDi,"2","1","23"
kevin-brown,"4","2","0"
kevin1024,"9","101","35"
kevinastone,"5","2","0"
kevincianfarini,"6","3","2"
kevinclement,"1","4","0"
kevinconway,"10","15","58"
KevinGoodsell,"1","7","12"
KevinHock,"2","22","8"
kevinjqiu,"4","16","6"
kevinkahn,"5","36","60"
kevinkwl,"1","11","0"
KevinOConnor,"7","193","0"
kevinpt,"13","218","19"
kevinthesun,"4","59","0"
kevinw,"1","2","0"
kevproject,"3","16","7"
kevthehermit,"5","33","0"
kevwilde,"2","5","0"
keybase,"4","24","22"
KeyWeeUsr,"12","63","16"
kezabelle,"9","3","8"
kfcpaladin,"21","27","0"
kfoltman,"3","6","10"
kgaughan,"3","5","1"
kgiusti,"2","4","0"
kgori,"9","64","51"
kgritesh,"1","3","16"
khaeru,"2","1","1"
khaledhosny,"3","24","1"
khalim19,"20","88","91"
Khan,"17","67","19"
khaotik,"1","32","7"
khardix,"2","21","32"
KhasanovBI,"19","2","7"
khazhyk,"10","10","18"
khertan,"54","52","18"
KholdStare,"2","40","21"
kholia,"16","4","1"
khrapovs,"2","13","0"
Khroki,"29","68","58"
khshim,"5","12","0"
kibitzr,"16","36","46"
KiCad,"2","50","60"
Kiddinglife,"2","11","0"
kidig,"5","6","0"
kidosoft,"8","11","25"
kieferk,"8","107","83"
kiibohd,"13","15","11"
kika,"3","2","0"
kikinteractive,"1","6","33"
kikocorreoso,"3","13","6"
Kilerd,"3","5","6"
kilon,"3","4","1"
Kilte,"4","4","2"
kimhc6028,"7","20","0"
KimiNewt,"5","25","16"
kimjinyong,"15","106","14"
kimvais,"3","3","5"
kinegratii,"1","6","16"
kineticadb,"3","42","21"
KingFredrickVI,"12","7","0"
Kinggerm,"11","144","0"
kingjr,"9","62","2"
kingland,"3","7","11"
kingname,"1","1","0"
kingosticks,"4","19","1"
kingtaurus,"17","101","0"
Kinnay,"29","20","15"
kinoraw,"3","4","47"
kinshuk4,"1","47","7"
Kinto,"2","6","2"
kinvolk,"4","13","0"
kiok46,"4","21","0"
kirbyfan64,"4","3","6"
kirknorthrop,"1","2","0"
kirsle,"4","17","21"
kirstykitto,"4","2","109"
Kirubaharan,"3","5","0"
kishikawakatsumi,"3","40","5"
kisielk,"1","23","8"
kislyuk,"49","99","59"
Kismuz,"1","54","12"
kisom,"17","6","6"
kiszk,"10","45","44"
kit-cel,"5","33","0"
kitchenbudapest,"5","8","9"
kitconcept,"3","6","2"
kitelightning,"1","17","1"
KITPraktomatTeam,"8","66","57"
Kitt-AI,"1","5","4"
Kitware,"56","208","198"
KitwareMedical,"11","27","0"
kivy,"63","149","162"
kivy-garden,"29","40","11"
kivymd,"4","17","0"
kiwiheretic,"22","8","9"
kiwitcms,"21","39","71"
kiwix,"10","39","53"
kiyukuta,"1","22","1"
kizniche,"9","26","22"
kizza,"8","2","0"
kjung,"9","19","2"
kk6,"24","5","11"
kkamkou,"8","16","23"
kkelly18,"1","3","4"
kkinder,"14","9","19"
kklmn,"2","33","1"
KKStudLab,"1","2","1"
kkujawinski,"4","23","5"
Klafyvel,"1","16","0"
klahnakoski,"113","633","161"
klashxx,"1","1","2"
klavinslab,"2","67","2"
klaxer,"11","11","3"
kleientertainment,"26","57","10"
kleintom,"4","3","0"
klen,"129","236","120"
klichukb,"3","7","1"
kliment,"22","33","0"
klingebj,"21","50","51"
klipstein,"16","6","1"
klis87,"1","9","14"
Kloudless,"22","31","4"
KlubJagiellonski,"40","25","43"
klusta-team,"15","94","1"
kmadathil,"1","29","5"
kmaehashi,"1","20","0"
KMahoney,"3","3","0"
kmike,"28","99","20"
kmiller96,"1","8","2"
kmmbvnr,"20","8","3"
KmolYuan,"3","61","7"
kmpf,"2","61","3"
kmyk,"4","21","20"
kn-bibs,"15","2","16"
knaperek,"12","2","0"
knappador,"7","7","6"
KnightHawk3,"1","2","1"
knightliao,"5","2","12"
knigophil,"4","3","0"
Knio,"10","16","51"
knipknap,"52","93","73"
knktc,"4","1","0"
KNMI,"8","34","7"
knmkr,"1","14","10"
knoguchi,"2","10","44"
knopp,"1","1","0"
knorrie,"2","6","0"
knowledge-point,"10","8","2"
KnowledgeLinks,"1","1","0"
knowmetools,"8","12","16"
knownsec,"3","1","12"
KnoxMakers,"1","1","0"
Knuppknou,"2","5","1"
knyghty,"7","2","1"
Koala-Kaolin,"1","11","0"
koalalorenzo,"28","11","14"
kobejohn,"3","2","0"
kobinpy,"1","14","15"
kobolabs,"598","837","217"
kobotoolbox,"75","217","180"
kodexlab,"5","15","4"
koduj-z-klasa,"15","36","3"
Koed00,"15","19","38"
koehlma,"15","35","74"
KoffeinFlummi,"3","22","0"
kofrasa,"1","6","0"
koji-kojiro,"1","1","0"
kolypto,"39","79","67"
komarserjio,"2","5","12"
Komodo,"7","44","7"
komsit37,"1","39","5"
komuW,"1","1","2"
KonkerLabs,"4","7","10"
konono,"17","40","13"
konstantint,"5","43","6"
kontais,"9","4","0"
kontron,"53","22","21"
koobonil,"26","361","70"
koodaamo,"3","6","2"
koonsolo,"7","12","35"
kootenpv,"2","37","9"
koparasy,"31","15","7"
Korchy,"55","13","165"
KoreLogicSecurity,"6","10","1"
korepwx,"85","234","280"
korfuri,"14","6","0"
korpling,"16","13","0"
korsimoro,"18","16","0"
Kortemme-Lab,"6","11","3"
Korving-F,"4","1","0"
kosborn,"2","4","0"
kosior,"2","38","38"
kosqx,"3","8","0"
koss822,"1","73","27"
kostajh,"1","4","0"
kotfic,"2","4","0"
kottenator,"4","2","0"
kousu,"4","9","1"
Kovak,"4","4","0"
kovidgoyal,"113","204","47"
koz4k,"1","3","7"
Kozea,"88","229","203"
kpcyrd,"3","39","0"
Kpler,"1","1","1"
kpn-digital,"6","8","16"
kpreid,"6","196","19"
kprestel,"4","13","49"
kquick,"122","139","26"
kr,"1","3","9"
kracekumar,"2","19","16"
kraiz,"3","10","0"
krallin,"2","6","0"
kramerfelix,"3","98","0"
krasch,"1","36","3"
KrasnitzLab,"1","4","25"
krassowski,"15","9","38"
krathjen,"3","13","18"
kratsg,"4","9","12"
kratzert,"7","4","8"
Kraymer,"1","8","0"
kreopt,"78","46","44"
Kriechi,"8","27","12"
krintoxi,"79","67","45"
krischer,"38","147","40"
krishauser,"121","298","0"
kristerhedfors,"1","2","5"
kristianeschenburg,"2","10","0"
KristianOellegaard,"4","11","4"
Kromey,"8","39","36"
kronenthaler,"22","30","15"
KronicDeth,"3","8","0"
kronok,"9","13","15"
kronoscode,"1","1","0"
KronoSKoderS,"13","4","5"
Kronuz,"9","48","43"
krotos139,"1","2","0"
krrr,"17","36","8"
krstnschwpwr,"3","5","1"
Krukov,"11","38","26"
krull,"74","84","60"
KrusnikViers,"3","21","13"
krux,"2","4","0"
krzjoa,"17","13","4"
krzynio,"6","5","0"
krzysiekfonal,"1","18","3"
ksamuel,"3","2","0"
KSG-IT,"1","11","85"
ksharindam,"1","7","0"
kshcherban,"3","4","3"
ksindi,"5","14","14"
ksmit799,"450","41","12"
ksons,"14","33","4"
kspviswa,"3","8","13"
kssim,"26","2","2"
kstaniek,"8","6","40"
kstateome,"5","1","0"
ksteinfe,"53","118","102"
kszucs,"10","3","9"
ktbs,"32","96","57"
ktbyers,"9","9","8"
ktdreyer,"1","4","0"
ktinkerer,"1","4","6"
ktok07b6,"18","69","572"
ktosiu,"1","2","0"
ktsstudio,"16","10","49"
kuba,"2","2","0"
kubeflow,"302","1469","447"
kubernetes,"12","71","42"
kubeup,"10","89","47"
kubic-project,"1","9","0"
kuc2477,"1","10","8"
kudkudak,"6","51","6"
kugel-,"5","19","0"
kuleshov,"14","24","0"
kumar303,"13","6","1"
kundajelab,"6","30","2"
KunihikoKido,"8","14","149"
Kuniwak,"4","29","27"
kunyavskiy,"2","11","1"
kupferlauncher,"65","605","99"
kupiakos,"5","48","15"
Kupoman,"22","94","24"
kura,"23","23","36"
kurgm,"2","20","0"
kuri65536,"76","106","55"
KurtJacobson,"9","6","3"
kurtmckee,"15","2","0"
KurToMe,"1","2","0"
kushaldas,"2","15","5"
kusti8,"1","2","0"
kuszaj,"2","4","17"
kvangent,"9","5","63"
kvas-it,"1","1","0"
kvesteri,"42","60","36"
kvh,"5","78","9"
KVM-VMI,"3","8","6"
kvvzr,"2","14","13"
kwailamchan,"208","358","138"
kwarunek,"16","41","21"
kwikius,"7","4","0"
kwikteam,"31","208","113"
kwinkunks,"14","38","17"
kx499,"2","3","2"
kxepal,"7","100","20"
kxgames,"10","426","132"
kxxoling,"17","21","15"
kyamagu,"9","34","6"
kylebebak,"38","110","37"
kylebgorman,"1","4","7"
kyleconroy,"2","15","4"
KyleJamesWalker,"1","5","6"
kylemacfarlane,"19","1","1"
kylerbrown,"6","114","1"
kynikos,"4","57","83"
kyouko-taiga,"34","30","36"
kyper-data,"3","14","5"
Kyria,"3","6","11"
kytos,"31","43","215"
Kyubyong,"1","7","0"
kyuridenamida,"1","46","26"
kyuupichan,"33","143","89"
kz26,"17","15","51"
kzyma,"1","2","0"
l04m33,"1","53","0"
la0rg,"47","19","25"
laanwj,"5","109","14"
lab11,"6","10","1"
Lab41,"8","50","11"
labase,"6","133","42"
LabD,"4","32","17"
labeneator,"6","2","2"
LabKey,"1","2","5"
lablup,"37","119","151"
laboiteproject,"2","10","7"
LaboratoireMecaniqueLille,"59","82","16"
LabPy,"63","82","53"
LABSN,"23","57","18"
labsquare,"4","53","15"
labyrinth-team,"3","3","16"
lacava,"5","149","0"
lad1337,"1","39","13"
Ladsgroup,"18","17","9"
ladybug-analysis-tools,"24","30","188"
ladybug-tools,"103","67","451"
laffra,"14","14","16"
lafranceinsoumise,"48","150","52"
lagadic,"1","4","0"
Lagg,"1","21","84"
lago-project,"32","58","62"
lagopus,"13","23","76"
lahwaacz,"6","170","130"
laike9m,"9","26","14"
lailongwei,"2","4","56"
laincloud,"2","17","38"
lainwir3d,"2","33","4"
Laisky,"21","21","57"
lake-lerna,"69","3","7"
lakewik,"1","13","0"
lalaithion,"2","7","0"
lalinsky,"6","4","14"
lambci,"28","71","26"
lambdal,"7","14","9"
lambdalisue,"54","36","3"
lambokini,"1","6","2"
LambolAlee,"1","3","2"
lamby,"8","57","18"
lamenezes,"10","9","9"
lanbing510,"77","85","58"
lancekindle,"3","37","17"
LandGrey,"10","148","14"
landlab,"38","63","206"
landscapeio,"16","78","16"
langcog,"3","31","5"
langit,"1","39","0"
languitar,"1","27","10"
langurmonkey,"2","5","0"
lanhel,"1","9","5"
lanius,"1","8","2"
lanjelot,"8","8","5"
lann,"9","8","11"
Lantero,"1","13","1"
lantiga,"2","26","0"
lanzz,"2","5","8"
laobubu,"2","3","12"
laowantong,"2","72","7"
lapineige,"67","73","99"
laplacesdemon,"3","1","6"
laramies,"5","9","3"
largelymfs,"156","423","48"
larose,"2","8","7"
larray-project,"1","18","0"
larsbs,"2","1","0"
larsks,"24","16","3"
larsmans,"3","22","0"
LarsMichelsen,"15","24","66"
LarsSchy,"2","22","40"
larsyencken,"5","34","5"
lasa,"6","2","23"
Lasagne,"1","14","0"
LasLabs,"14","15","44"
lasote,"38","192","248"
last-g,"10","7","39"
lastcolour,"2","5","3"
lastship,"9","86","7"
latchset,"21","7","18"
latorrefabian,"2","20","2"
lattebank,"2","10","15"
Laufire,"14","21","5"
laughingman7743,"3","102","211"
laurentb,"166","840","876"
laurentguilbert,"3","2","12"
LaurentMazare,"1","4","0"
laurivosandi,"5","42","52"
lausser,"115","18","4"
lautr3k,"8","36","50"
lavalamp-,"32","130","891"
lawrancej,"3","2","0"
lawsie,"3","27","82"
layday,"5","36","12"
laysakura,"3","1","1"
Lazza,"1","13","0"
lbin,"1","54","9"
lbouma,"21","48","97"
lbp0200,"1","2","4"
lbryio,"48","405","337"
lbusoni,"2","5","26"
LCAS,"2","1","2"
lcoandrade,"12","60","2"
LCOGT,"3","57","32"
lcosmin,"11","10","73"
lcpt,"31","6","0"
lcrees,"1","2","7"
lcy-seso,"32","308","61"
lczub,"1","5","17"
ldamewood,"13","99","55"
ldecicco,"1","2","0"
ldiary,"15","4","3"
Ldream,"6","2","2"
ldtp,"13","8","0"
Le-Bot,"3","1","0"
le1ca,"1","1","2"
LeadPages,"2","2","3"
leaffan,"105","90","42"
leancloud,"1","19","21"
leanprover,"1","12","0"
leapcode,"67","851","123"
Leapfrog3DPrinters,"6","6","2"
leapp-to,"56","90","86"
learningequality,"121","188","68"
LearningRegistry,"10","68","13"
learningsociety,"4","1","0"
LearnPythonAndMakeGames,"8","7","3"
LeastAuthority,"5","44","15"
lebinh,"13","25","4"
ledatelescope,"5","38","21"
LedgerHQ,"1","11","8"
LeeMendelowitz,"34","80","21"
leetmaa,"10","99","0"
legacysurvey,"12","160","5"
legatoproject,"13","13","1"
Legobot,"1","2","3"
legoktm,"2","2","0"
LegoStormtroopr,"6","71","1"
lehins,"38","10","14"
lehui99,"5","7","0"
leiferikb,"603","2154","780"
leifos,"23","16","8"
leighmacdonald,"8","73","50"
Lekensteyn,"20","77","17"
lekhakpadmanabh,"1","8","2"
LeKono,"2","1","2"
lektor,"9","50","95"
lelandbatey,"2","23","6"
leleopard,"1","6","0"
leliel12,"12","43","41"
lelit,"2","16","1"
Lemma1,"28","64","34"
lemonad,"19","62","9"
Lencerf,"5","3","0"
lennepkade,"6","4","0"
lensacom,"12","39","4"
lenzenmi,"8","36","6"
LeoIannacone,"1","5","3"
leomoon-studios,"5","5","11"
leonardoarroyo,"3","1","1"
leonidk,"1","2","1"
leonsio,"36","19","0"
leopoul,"3","8","11"
leosampaio,"9","10","5"
leotada,"2","2","1"
leovt,"3","8","4"
lepinkainen,"1","24","3"
lepture,"61","83","99"
lericson,"14","29","12"
lerker,"1","42","12"
lesommer,"1","2","2"
lesscpy,"23","64","2"
lethain,"3","8","7"
letmaik,"1","2","0"
letsmeet-click,"7","4","1"
LettError,"6","13","1"
letuananh,"8","27","12"
lev-veshnyakov,"5","1","0"
levabd,"1","3","3"
levex,"2","4","2"
levi-rs,"1","41","118"
levigross,"2","1","0"
leviroth,"2","8","1"
leVirve,"1","20","5"
levlaz,"4","9","38"
LEW21,"16","24","11"
lewisamarshall,"21","50","26"
lewiscollard,"2","1","0"
lewissbaker,"2","14","9"
Lex0ne,"4","1","6"
lexdene,"7","8","17"
lexman,"2","35","53"
lexual,"8","23","10"
leyhline,"9","16","0"
lfbear,"1","5","8"
lfcabend,"3","9","0"
lfcnassif,"174","97","155"
lfd,"1","52","27"
LFPy,"24","10","0"
lfz,"2","70","0"
lgautier,"3","3","8"
lgiordani,"3","7","10"
lgpage,"2","7","4"
lgrahl,"3","64","10"
lheagy,"16","3","8"
lhelwerd,"3","44","5"
lhillber,"5","47","5"
lhmouse,"2","1","0"
lhupfeldt,"8","5","13"
li-xirong,"11","166","3"
liam2,"31","141","17"
liamks,"4","4","0"
liamw9534,"1","10","29"
liangliangyy,"4","8","6"
libAtoms,"3","52","3"
libavg,"4","105","16"
libbot2,"11","6","1"
libdynd,"35","27","8"
liberation,"27","13","13"
libfirm,"27","7","5"
libfuse,"14","12","6"
libnano,"1","116","10"
libornovax,"8","29","6"
libracore,"30","286","4"
LibraryOfCongress,"1","13","7"
libratbag,"5","13","4"
libreosteo,"18","22","3"
libretees,"100","82","31"
libretro,"1","12","0"
LibrIT,"22","13","3"
libscie,"48","17","24"
libstorage,"9","22","33"
libvirt,"15","4","1"
libyal,"53","25","9"
lich-uct,"2","42","39"
lidalei,"1","11","0"
lief-project,"1","24","13"
life1347,"1","1","0"
lifenoodles,"3","27","7"
liffiton,"9","19","3"
lightbulb-framework,"4","9","0"
lightfaith,"3","103","3"
lighthouse3d,"3","5","0"
lightning-viz,"24","25","25"
LightStage-Aber,"9","45","11"
LightTable,"6","4","0"
ligo-cbc,"55","150","101"
liiight,"11","8","38"
liip,"3","10","1"
LikeMyBread,"1","51","38"
likexx,"1","17","0"
lilspikey,"12","1","4"
lilydjwg,"15","89","7"
limdauto,"2","1","1"
liminspace,"16","32","55"
limix,"4","12","51"
limodou,"106","172","18"
Linaro,"62","311","187"
lincheney,"4","12","5"
lincolnloop,"9","13","7"
LinDA-tools,"5","13","7"
line,"3","11","25"
lingdb,"15","48","12"
lingluodlut,"1","5","0"
lingthio,"24","11","44"
lingtools,"1","8","3"
linguistica-uchicago,"26","26","0"
linkcheck,"5","24","32"
linkedin,"145","217","110"
LINKIWI,"12","113","83"
linkyndy,"43","18","8"
linmajia,"1","48","18"
linnarsson-lab,"12","30","1"
lino-framework,"108","289","109"
linode,"26","11","32"
linouxis9,"2","2","0"
lins05,"7","15","12"
linusmarco,"3","2","0"
linusyang92,"2","5","7"
Linutronix,"4","47","98"
linuxerwang,"3","15","2"
linuxlewis,"21","9","15"
linuxmint,"26","67","3"
linuxscout,"25","39","1"
linz,"41","26","23"
LionelAuroux,"58","25","51"
lionleaf,"3","4","14"
liorbenhorin,"7","13","0"
lip6-mptcp,"3","3","0"
lipis,"35","109","45"
lipisha,"2","6","0"
lipschultz,"1","27","16"
liqd,"177","253","294"
liquidinstruments,"2","42","42"
LIS,"7","16","12"
lisa-groundhog,"3","2","0"
lisa-lab,"110","228","37"
lishuocool,"3","8","2"
listen1,"1","6","3"
listyque,"9","22","8"
litchfield,"5","2","0"
litl,"2","21","0"
litnimax,"1","7","0"
little-dude,"9","2","40"
littlecodersh,"9","37","46"
littleweaver,"13","21","13"
littlezz,"7","14","73"
liufule12,"1","18","0"
liuhao1024,"3","3","1"
liulex,"1","11","1"
liveblog,"5","15","0"
LividInstruments,"41","129","22"
Livit,"209","462","608"
livro-aberto,"5","15","15"
LIVVkit,"2","9","1"
liweitianux,"12","27","62"
liyao001,"1","8","24"
lizaifang,"1","14","0"
LiZoRN,"51","89","80"
ljchang,"4","35","1"
ljvmiranda921,"1","17","7"
ljwolf,"1","32","0"
lk-geimfari,"21","45","31"
lkarsten,"1","11","0"
lkorigin,"3","36","36"
lkovanen,"4","12","3"
LKSur,"3","4","2"
llazzaro,"20","43","5"
lliendo,"3","73","20"
llimllib,"1","11","0"
LLK,"5","3","2"
lllcho,"5","17","2"
llllllllll,"21","251","66"
LLNL,"186","426","369"
lltk,"11","18","17"
lluisball,"3","13","9"
llvm,"16","128","52"
llvm-mirror,"133","417","1085"
llvmpy,"28","80","155"
lmacken,"3","4","1"
lmanzurv,"19","1","0"
lmaurits,"27","122","29"
LMAX-Exchange,"2","10","0"
lmb-freiburg,"2","1","6"
lmco,"2","10","13"
lmjohns3,"10","68","14"
lmmentel,"1","7","3"
lmorchard,"9","8","1"
lneuhaus,"63","47","54"
lnishan,"5","12","4"
lnmds,"8","53","15"
lnxg33k,"9","21","6"
loadimpact,"3","9","20"
loads,"3","11","46"
loanzen,"15","4","0"
lob,"3","2","9"
lobnek,"1","92","99"
lobocv,"14","11","10"
localhuman,"5","31","188"
localprojects,"14","12","58"
localwiki,"116","82","11"
locationlabs,"1","15","18"
locationtech,"4","8","5"
locaweb,"7","28","13"
Locu,"8","10","5"
locuslab,"2","92","21"
locustio,"5","19","16"
LocutusOfPenguin,"11","2","4"
lofar-astron,"15","61","0"
loftylabs,"3","1","0"
loftytopping,"5","93","0"
log2timeline,"436","179","395"
logandk,"4","14","0"
loggerhead,"8","26","57"
LogicalDash,"59","61","18"
loicsander,"19","23","2"
LoicTouzard,"5","1","26"
lojban,"1","8","3"
lokhman,"3","24","78"
loleg,"4","25","54"
loli,"17","98","3"
LonamiWebs,"44","93","226"
lonetwin,"7","10","2"
lonvia,"10","11","2"
looooo,"1","26","8"
loopCM,"32","209","122"
lopopolo,"2","3","29"
lopter,"1","23","5"
Loqsh,"1","35","0"
lordmauve,"10","19","14"
lordmuffin,"48","29","11"
LordPharaoh,"3","2","7"
LordSputnik,"19","81","29"
lordsutch,"2","1","6"
lorentey,"23","20","22"
lorenzogil,"7","31","8"
loriab,"6","84","1"
lorien,"18","85","33"
lorinkoz,"6","1","0"
losonczylab,"6","65","4"
lostcontrol,"5","60","19"
lotabout,"2","15","0"
lothas,"1","12","6"
Lothiraldan,"10","158","67"
louis-riviere-xyz,"5","7","9"
LouisPlisso,"7","25","3"
louissobel,"7","2","0"
LouvainVerificationLab,"3","46","28"
lovelylain,"1","2","0"
lovepopcards,"5","17","13"
loverajoel,"7","11","1"
lovesnow,"6","5","0"
lovexiaov,"41","96","64"
lowerquality,"2","24","5"
LowieHuyghe,"25","20","22"
LowinData,"1","1","18"
lowitty,"13","34","27"
lpantano,"4","63","0"
lpechacek,"1","1","0"
lpenz,"1","2","0"
lpfann,"1","10","1"
LPgenerator,"30","18","39"
LPM-HMS,"8","76","44"
lpomfrey,"4","3","5"
lpryszcz,"2","238","0"
lpsinger,"7","6","4"
lqez,"2","13","2"
LREN-CHUV,"1","23","14"
LRGH,"29","72","0"
lrq3000,"62","241","127"
lrvick,"1","7","0"
LS80,"2","6","10"
lsbardel,"89","389","74"
lsemel,"5","2","0"
lsolanka,"2","3","7"
lspvic,"3","2","2"
lssfau,"15","69","22"
LSSTDESC,"6","18","19"
lstern,"1","3","6"
LTD-Beget,"9","2","139"
ltfat,"1","5","1"
ltrottier,"1","7","0"
LTS5,"8","15","0"
ltworf,"5","3","2"
LuaDist,"1","5","0"
luanfonceca,"1","3","12"
Luavis,"4","7","8"
lubosz,"18","12","4"
LubyRuffy,"5","22","0"
lucalianas,"3","7","6"
lucarebuffi,"12","7","11"
lucashanke,"3","20","13"
lucashtnguyen,"92","17","75"
LucasMagnum,"1","1","0"
lucasoldaini,"8","53","16"
lucastheis,"3","52","3"
LucaVazz,"1","2","5"
luci,"161","1033","378"
lucianopuccio,"32","28","17"
lucidlylogicole,"4","20","0"
LuciferJack,"9","21","13"
lucjon,"25","4","1"
luckydonald,"31","32","80"
Lucretiel,"1","55","19"
Lucterios2,"74","15","28"
lucventurini,"47","106","74"
lucyparsons,"25","16","26"
ludobox,"1","25","8"
ludovicchabant,"7","36","35"
LudovicRousseau,"27","17","0"
ludwiktrammer,"5","1","0"
lueschem,"6","9","83"
lugensa,"18","27","15"
Luigolas,"1","11","6"
luiscberrocal,"14","5","14"
luisibanez,"14","92","35"
luispedro,"35","307","137"
luisza,"19","1","2"
luizalabs,"1","1","3"
Lujeni,"47","5","1"
luk156,"3","3","20"
lukas-bednar,"2","5","34"
Lukasa,"12","34","13"
lukaskollmer,"1","4","2"
lukaslueg,"3","23","39"
lukasmartinelli,"8","54","3"
lukasmonk,"43","75","7"
lukassup,"3","16","1"
luke-jr,"5","41","0"
LukeB42,"2","4","12"
lukedeo,"10","38","26"
lukeiwanski,"50","275","178"
LukeMurphey,"1","12","11"
lukesneeringer,"34","25","10"
LUKKIEN,"4","3","16"
LumaPictures,"7","26","59"
LuminosoInsight,"2","38","2"
luminousflux,"3","14","8"
lunixbochs,"29","72","66"
luoliyan,"5","21","0"
luoshao23,"17","70","7"
LuoZijun,"2","3","0"
luqasz,"5","3","15"
lutris,"31","163","211"
Luxoft,"3","10","10"
luyaozou,"1","7","0"
luzhijun,"9","24","0"
lvapeab,"16","66","0"
lvh,"1","2","4"
lvmgeo,"6","3","0"
lwtnn,"4","15","0"
lxc,"30","24","52"
LxiaoGirl,"3","4","2"
lyft,"80","352","583"
lyk2017-django,"1","2","0"
Lyken17,"2","24","12"
lyneca,"4","11","2"
Lynten,"1","6","0"
LyonsLab,"43","153","1"
lyst,"3","40","2"
lyusupov,"2","5","0"
lyy289065406,"1","13","1"
m-a-d-n-e-s-s,"1","23","0"
m-lab,"15","93","33"
m-messiah,"2","3","0"
m-weigand,"8","31","0"
m110,"1","17","35"
m1keil,"3","8","6"
m1lhaus,"1","4","0"
M1ND-B3ND3R,"1","5","0"
m3dev,"5","13","147"
M4rtinK,"53","144","434"
m516825,"1","8","3"
m7thon,"3","19","1"
ma1co,"7","85","6"
MA3STR0,"1","3","1"
maaku,"1","40","1"
maartenbreddels,"37","184","37"
maas,"126","1572","912"
MaayanLab,"5","22","3"
mabuchilab,"64","102","52"
Macainian,"2","1","0"
macarthur-lab,"27","474","108"
machinalis,"38","205","35"
machine-intelligence,"18","82","14"
MachineLearningControl,"1","28","23"
machtfit,"5","4","15"
MacHu-GWU,"5","31","7"
maciej-gol,"2","1","0"
maciejkula,"6","50","8"
macks22,"11","281","94"
macobo,"42","77","63"
mad-lab,"9","51","42"
madcowfred,"13","29","31"
madcowswe,"3","42","0"
madduck,"10","23","0"
madgik,"38","444","3"
madhavajay,"7","80","17"
madisona,"2","1","1"
madisonmay,"8","5","0"
madmatah,"3","2","31"
madmaze,"1","18","2"
madre,"67","61","72"
madrury,"1","14","11"
madsailor,"13","19","0"
madssj,"3","2","0"
madvas,"7","9","35"
MadWookie,"6","21","6"
madzak,"2","2","0"
maebert,"19","60","31"
MAECProject,"11","13","22"
maestrano,"56","358","2"
maestromusic,"31","133","38"
magfest,"120","233","323"
magical,"5","13","16"
magicmonty,"2","4","0"
MagicStack,"21","20","31"
magneticstain,"3","1","2"
MagnetoTesting,"3","5","28"
magnus-lycka,"1","11","11"
magnusmorton,"23","19","0"
magopian,"2","5","0"
magul,"64","96","85"
MahjongRepository,"5","155","29"
mahmoud,"11","20","4"
mailgun,"1","76","62"
Maillol,"2","11","15"
mailund,"4","24","4"
maizy,"2","2","1"
majdigital,"10","91","77"
major,"4","6","1"
makerbot,"64","19","16"
makerj,"2","1","0"
makerplane,"2","27","0"
MakersF,"4","17","6"
makinacorpus,"59","25","17"
makism,"11","31","3"
makkalot,"49","13","0"
makokal,"9","60","93"
malaonline,"3","4","0"
malderete,"1","5","0"
maldroid,"1","8","0"
malept,"4","11","23"
malexer,"1","7","7"
maliit,"1","8","7"
malinoff,"6","9","9"
MalloyDelacroix,"4","31","37"
maloep,"4","3","9"
MalwareLu,"1","1","0"
mamins1376,"2","1","4"
mammon-ircd,"9","8","5"
